ORDER_ID,CUSTOMER_ID,ORDER_DATE,PRODUCT_ID,AMOUNT,QTY,ORDER_LINE_NUMBER
549,107,2001-07-30 00:00:00.0,6,17400,580,2
550,107,2001-07-30 00:00:00.0,6,27,1,1
550,107,2001-07-30 00:00:00.0,12,22842,846,2
551,107,2001-07-30 00:00:00.0,6,41823,1549,1
551,107,2001-07-30 00:00:00.0,13,8311.5,1847,2
552,107,2001-07-30 00:00:00.0,6,27162,1006,1
552,107,2001-07-30 00:00:00.0,7,14670,489,2
553,107,2001-07-30 00:00:00.0,7,27,1,1
553,107,2001-07-30 00:00:00.0,11,2659.5,197,2
554,107,2001-07-30 00:00:00.0,7,8991,333,1
554,107,2001-07-30 00:00:00.0,15,2620.8,1456,2
555,107,2001-07-30 00:00:00.0,7,46530,1551,1
555,107,2001-07-30 00:00:00.0,7,27,1,2
556,107,2001-07-30 00:00:00.0,8,27225,1089,1
556,107,2001-07-30 00:00:00.0,8,25,1,2
557,107,2001-07-30 00:00:00.0,8,25,1,1
557,107,2001-07-30 00:00:00.0,8,22.5,1,2
557,107,2001-07-30 00:00:00.0,9,34425,850,3
558,107,2001-07-30 00:00:00.0,6,6453,239,1
558,107,2001-07-30 00:00:00.0,12,26703,989,2
558,107,2001-07-30 00:00:00.0,15,207,115,3
559,107,2001-07-30 00:00:00.0,1,206172,1909,1
559,107,2001-07-30 00:00:00.0,5,4441.5,47,2
559,107,2001-07-30 00:00:00.0,11,5980.5,443,3
560,107,2001-07-30 00:00:00.0,13,6948,1544,1
560,107,2001-07-30 00:00:00.0,14,9720,600,2
560,107,2001-07-30 00:00:00.0,17,0,1386,3
561,107,2001-07-30 00:00:00.0,8,43500,1740,1
561,107,2001-07-30 00:00:00.0,8,22.5,1,2
561,107,2001-07-30 00:00:00.0,9,50985,1133,3
562,107,2001-07-30 00:00:00.0,9,40.5,1,1
562,107,2001-07-30 00:00:00.0,15,2436,1218,2
562,107,2001-07-30 00:00:00.0,15,1.8,1,3
563,107,2001-07-30 00:00:00.0,6,50787,1881,1
563,107,2001-07-30 00:00:00.0,12,54930,1831,2
563,107,2001-07-30 00:00:00.0,12,27,1,3
564,107,2001-07-30 00:00:00.0,1,11400,95,1
564,107,2001-07-30 00:00:00.0,1,108,1,2
564,107,2001-07-30 00:00:00.0,5,85806,908,3
565,107,2001-07-30 00:00:00.0,7,37584,1392,1
565,107,2001-07-30 00:00:00.0,13,8815.5,1959,2
565,107,2001-07-30 00:00:00.0,14,31930.2,1971,3
566,107,2001-07-30 00:00:00.0,3,32310,1795,1
566,107,2001-07-30 00:00:00.0,5,126724.5,1341,2
566,107,2001-07-30 00:00:00.0,6,25704,952,3
567,107,2001-07-30 00:00:00.0,5,69079.5,731,1
567,107,2001-07-30 00:00:00.0,6,27135,1005,2
567,107,2001-07-30 00:00:00.0,10,30672,426,3
568,201,2000-08-18 00:00:00.0,1,59292,549,1
568,201,2000-08-18 00:00:00.0,2,146223,1477,2
568,201,2000-08-18 00:00:00.0,3,20934,1163,3
569,201,2000-08-18 00:00:00.0,4,136809,1689,1
569,201,2000-08-18 00:00:00.0,5,172840.5,1829,2
569,201,2000-08-18 00:00:00.0,6,52164,1932,3
570,201,2000-08-18 00:00:00.0,7,45819,1697,1
570,201,2000-08-18 00:00:00.0,8,44865,1994,2
570,201,2000-08-18 00:00:00.0,9,30942,764,3
571,201,2000-08-18 00:00:00.0,6,39339,1457,1
571,201,2000-08-18 00:00:00.0,11,16159.5,1197,2
571,201,2000-08-18 00:00:00.0,12,22410,830,3
572,201,2000-08-18 00:00:00.0,1,26892,249,1
572,201,2000-08-18 00:00:00.0,3,15120,840,2
572,201,2000-08-18 00:00:00.0,11,23260.5,1723,3
573,201,2000-08-18 00:00:00.0,7,29322,1086,1
573,201,2000-08-18 00:00:00.0,13,7542,1676,2
573,201,2000-08-18 00:00:00.0,14,9509.4,587,3
574,201,2000-08-18 00:00:00.0,3,21528,1196,1
574,201,2000-08-18 00:00:00.0,5,168871.5,1787,2
574,201,2000-08-18 00:00:00.0,6,41121,1523,3
575,201,2000-08-18 00:00:00.0,2,179784,1816,1
575,201,2000-08-18 00:00:00.0,4,144747,1787,2
575,201,2000-08-18 00:00:00.0,10,107496,1493,3
576,201,2000-08-18 00:00:00.0,7,13770,510,1
576,201,2000-08-18 00:00:00.0,9,54027,1334,2
576,201,2000-08-18 00:00:00.0,15,2779.2,1544,3
577,201,2000-08-18 00:00:00.0,4,125712,1552,1
577,201,2000-08-18 00:00:00.0,7,26244,972,2
577,201,2000-08-18 00:00:00.0,9,89955,1999,3
578,201,2000-08-18 00:00:00.0,9,90000,2000,1
578,201,2000-08-18 00:00:00.0,9,40.5,1,2
578,201,2000-08-18 00:00:00.0,15,3173.4,1763,3
579,201,2000-08-18 00:00:00.0,2,37323,377,1
579,201,2000-08-18 00:00:00.0,6,37260,1380,2
579,201,2000-08-18 00:00:00.0,15,1101.6,612,3
580,201,2000-08-18 00:00:00.0,2,101871,1029,1
580,201,2000-08-18 00:00:00.0,6,27999,1037,2
580,201,2000-08-18 00:00:00.0,15,108,60,3
581,201,2000-08-18 00:00:00.0,2,85833,867,1
581,201,2000-08-18 00:00:00.0,6,36126,1338,2
581,201,2000-08-18 00:00:00.0,15,2394,1330,3
582,201,2000-08-18 00:00:00.0,6,39501,1463,1
582,201,2000-08-18 00:00:00.0,10,70272,976,2
582,201,2000-08-18 00:00:00.0,15,1206,670,3
583,201,2000-08-18 00:00:00.0,6,14931,553,1
583,201,2000-08-18 00:00:00.0,10,127296,1768,2
583,201,2000-08-18 00:00:00.0,15,2867.4,1593,3
584,201,2000-08-18 00:00:00.0,8,350,14,1
584,201,2000-08-18 00:00:00.0,8,22.5,1,2
584,201,2000-08-18 00:00:00.0,10,10000,125,3
585,201,2000-08-18 00:00:00.0,10,9648,134,1
585,201,2000-08-18 00:00:00.0,11,5670,420,2
585,201,2000-08-18 00:00:00.0,15,1470.6,817,3
586,201,2000-08-18 00:00:00.0,6,38556,1428,1
586,201,2000-08-18 00:00:00.0,13,657,146,2
586,201,2000-08-18 00:00:00.0,14,16264.8,1004,3
587,201,2000-08-18 00:00:00.0,1,133812,1239,1
587,201,2000-08-18 00:00:00.0,6,9099,337,2
587,201,2000-08-18 00:00:00.0,15,1452.6,807,3
588,201,2000-08-18 00:00:00.0,2,184360,1676,1
588,201,2000-08-18 00:00:00.0,2,99,1,2
588,201,2000-08-18 00:00:00.0,7,52785,1955,3
589,201,2000-08-18 00:00:00.0,4,16929,209,1
589,201,2000-08-18 00:00:00.0,5,142884,1512,2
589,201,2000-08-18 00:00:00.0,6,11610,430,3
589,201,2000-08-18 00:00:00.0,8,32535,1446,4
590,201,2000-08-18 00:00:00.0,6,18846,698,1
590,201,2000-08-18 00:00:00.0,11,7614,564,2
590,201,2000-08-18 00:00:00.0,13,6583.5,1463,3
590,201,2000-08-18 00:00:00.0,15,2413.8,1341,4
591,201,2000-08-18 00:00:00.0,3,24156,1342,1
591,201,2000-08-18 00:00:00.0,6,9504,352,2
591,201,2000-08-18 00:00:00.0,8,13005,578,3
591,201,2000-08-18 00:00:00.0,15,2349,1305,4
592,201,2000-08-18 00:00:00.0,9,19350,430,1
592,201,2000-08-18 00:00:00.0,9,40.5,1,2
592,201,2000-08-18 00:00:00.0,10,91008,1264,3
593,201,2000-08-18 00:00:00.0,6,50031,1853,1
594,201,2000-08-18 00:00:00.0,9,24300,600,1
594,201,2000-08-18 00:00:00.0,14,20525.4,1267,2
594,201,2000-08-18 00:00:00.0,15,241.2,134,3
595,201,2000-08-18 00:00:00.0,5,188716.5,1997,1
595,201,2000-08-18 00:00:00.0,6,33264,1232,2
595,201,2000-08-18 00:00:00.0,9,4617,114,3
596,201,2000-08-18 00:00:00.0,2,166023,1677,1
596,201,2000-08-18 00:00:00.0,3,16758,931,2
596,201,2000-08-18 00:00:00.0,4,135837,1677,3
597,201,2000-08-18 00:00:00.0,3,31284,1738,1
597,201,2000-08-18 00:00:00.0,6,46332,1716,2
597,201,2000-08-18 00:00:00.0,15,1450.8,806,3
598,201,2000-08-18 00:00:00.0,11,24732,1832,1
598,201,2000-08-18 00:00:00.0,12,5238,194,2
598,201,2000-08-18 00:00:00.0,14,29970,1850,3
599,201,2000-08-18 00:00:00.0,11,24543,1818,1
599,201,2000-08-18 00:00:00.0,12,23679,877,2
599,201,2000-08-18 00:00:00.0,13,3006,668,3
599,201,2000-08-18 00:00:00.0,14,22631.4,1397,4
599,201,2000-08-18 00:00:00.0,15,3076.2,1709,5
600,201,2000-08-18 00:00:00.0,6,8559,317,1
600,201,2000-08-18 00:00:00.0,7,49221,1823,2
600,201,2000-08-18 00:00:00.0,8,13590,604,3
600,201,2000-08-18 00:00:00.0,9,70672.5,1745,4
600,201,2000-08-18 00:00:00.0,10,94104,1307,5
601,201,2000-08-18 00:00:00.0,1,48276,447,1
601,201,2000-08-18 00:00:00.0,2,21681,219,2
601,201,2000-08-18 00:00:00.0,3,2178,121,3
601,201,2000-08-18 00:00:00.0,4,7371,91,4
601,201,2000-08-18 00:00:00.0,5,129559.5,1371,5
602,201,2000-08-18 00:00:00.0,1,197280,1644,1
602,201,2000-08-18 00:00:00.0,1,120,1,2
602,201,2000-08-18 00:00:00.0,1,120,1,3
602,201,2000-08-18 00:00:00.0,1,120,1,4
603,201,2000-08-18 00:00:00.0,1,660000,5500,1
603,201,2000-08-18 00:00:00.0,1,108,1,2
603,201,2000-08-18 00:00:00.0,6,31428,1164,3
603,201,2000-08-18 00:00:00.0,12,47250,1750,4
604,201,2000-08-18 00:00:00.0,3,12840,642,1
604,201,2000-08-18 00:00:00.0,3,18,1,2
604,201,2000-08-18 00:00:00.0,5,33358.5,353,3
604,201,2000-08-18 00:00:00.0,11,135,10,4
605,201,2000-08-18 00:00:00.0,7,25731,953,1
605,201,2000-08-18 00:00:00.0,13,5105,1021,2
605,201,2000-08-18 00:00:00.0,13,4.5,1,3
605,201,2000-08-18 00:00:00.0,14,28576.8,1764,4
606,201,2000-08-18 00:00:00.0,3,34740,1930,1
606,201,2000-08-18 00:00:00.0,5,132867,1406,2
606,201,2000-08-18 00:00:00.0,6,49110,1637,3
606,201,2000-08-18 00:00:00.0,6,27,1,4
607,201,2000-08-18 00:00:00.0,2,62370,567,1
607,201,2000-08-18 00:00:00.0,2,110,1,2
607,201,2000-08-18 00:00:00.0,2,99,1,3
607,201,2000-08-18 00:00:00.0,10,129384,1797,4
608,201,2000-08-18 00:00:00.0,2,121220,1102,1
608,201,2000-08-18 00:00:00.0,2,110,1,2
608,201,2000-08-18 00:00:00.0,2,110,1,3
608,201,2000-08-18 00:00:00.0,2,110,1,4
609,201,2000-08-18 00:00:00.0,2,550000,5000,1
609,201,2000-08-18 00:00:00.0,2,33000,300,2
609,201,2000-08-18 00:00:00.0,2,99,1,3
609,201,2000-08-18 00:00:00.0,3,240,12,4
610,201,2000-08-18 00:00:00.0,3,34000,1700,1
610,201,2000-08-18 00:00:00.0,3,20,1,2
610,201,2000-08-18 00:00:00.0,3,20,1,3
610,201,2000-08-18 00:00:00.0,3,20,1,4
611,201,2000-08-18 00:00:00.0,3,60000,3000,1
611,201,2000-08-18 00:00:00.0,3,20,1,2
611,201,2000-08-18 00:00:00.0,3,18,1,3
611,201,2000-08-18 00:00:00.0,4,64260,714,4
612,201,2000-08-18 00:00:00.0,4,18000,200,1
612,201,2000-08-18 00:00:00.0,4,81,1,2
612,201,2000-08-18 00:00:00.0,10,43120,539,3
612,201,2000-08-18 00:00:00.0,10,72,1,4
613,201,2000-08-18 00:00:00.0,4,119340,1326,1
613,201,2000-08-18 00:00:00.0,4,90,1,2
613,201,2000-08-18 00:00:00.0,4,81,1,3
613,201,2000-08-18 00:00:00.0,5,64785,617,4
614,201,2000-08-18 00:00:00.0,5,52500,500,1
614,201,2000-08-18 00:00:00.0,5,105,1,2
614,201,2000-08-18 00:00:00.0,5,105,1,3
615,201,2000-08-18 00:00:00.0,5,84000,800,1
615,201,2000-08-18 00:00:00.0,5,94.5,1,2
615,201,2000-08-18 00:00:00.0,6,24057,891,3
616,201,2000-08-18 00:00:00.0,2,64845,655,1
616,201,2000-08-18 00:00:00.0,8,30420,1352,2
616,201,2000-08-18 00:00:00.0,10,46944,652,3
617,201,2000-08-18 00:00:00.0,5,64470,614,1
617,201,2000-08-18 00:00:00.0,5,94.5,1,2
617,201,2000-08-18 00:00:00.0,6,49440,1648,3
618,201,2000-08-18 00:00:00.0,6,27,1,1
618,201,2000-08-18 00:00:00.0,7,50382,1866,2
618,201,2000-08-18 00:00:00.0,8,26392.5,1173,3
619,201,2000-08-18 00:00:00.0,6,16821,623,1
620,201,2000-08-18 00:00:00.0,2,3564,36,1
620,201,2000-08-18 00:00:00.0,6,17172,636,2
621,201,2000-08-18 00:00:00.0,4,1053,13,1
622,201,2000-08-18 00:00:00.0,6,27621,1023,1
623,201,2000-08-18 00:00:00.0,12,59550,1985,1
624,201,2000-08-18 00:00:00.0,12,27,1,1
625,201,2000-08-18 00:00:00.0,8,23692.5,1053,1
626,201,2000-08-18 00:00:00.0,6,3810,127,1
627,201,2000-08-18 00:00:00.0,6,59550,1985,1
627,201,2000-08-18 00:00:00.0,6,30,1,2
628,201,2000-08-18 00:00:00.0,6,27,1,1
628,201,2000-08-18 00:00:00.0,12,7722,286,2
629,201,2000-08-18 00:00:00.0,2,47619,481,1
629,201,2000-08-18 00:00:00.0,6,12258,454,2
630,201,2000-08-18 00:00:00.0,4,96147,1187,1
630,201,2000-08-18 00:00:00.0,6,17400,580,2
631,201,2000-08-18 00:00:00.0,6,27,1,1
631,201,2000-08-18 00:00:00.0,12,22842,846,2
632,201,2000-08-18 00:00:00.0,6,41823,1549,1
632,201,2000-08-18 00:00:00.0,13,8311.5,1847,2
633,201,2000-08-18 00:00:00.0,6,27162,1006,1
633,201,2000-08-18 00:00:00.0,7,14670,489,2
634,201,2000-08-18 00:00:00.0,7,27,1,1
634,201,2000-08-18 00:00:00.0,11,2659.5,197,2
635,201,2000-08-18 00:00:00.0,7,8991,333,1
635,201,2000-08-18 00:00:00.0,15,2620.8,1456,2
636,201,2000-08-18 00:00:00.0,7,46530,1551,1
636,201,2000-08-18 00:00:00.0,7,27,1,2
637,201,2000-08-18 00:00:00.0,8,27225,1089,1
637,201,2000-08-18 00:00:00.0,8,25,1,2
638,201,2000-08-18 00:00:00.0,8,25,1,1
638,201,2000-08-18 00:00:00.0,8,22.5,1,2
638,201,2000-08-18 00:00:00.0,9,34425,850,3
639,201,2000-08-18 00:00:00.0,6,6453,239,1
639,201,2000-08-18 00:00:00.0,12,26703,989,2
639,201,2000-08-18 00:00:00.0,15,207,115,3
640,201,2000-08-18 00:00:00.0,1,206172,1909,1
640,201,2000-08-18 00:00:00.0,5,4441.5,47,2
640,201,2000-08-18 00:00:00.0,11,5980.5,443,3
641,201,2000-08-18 00:00:00.0,13,6948,1544,1
641,201,2000-08-18 00:00:00.0,14,9720,600,2
641,201,2000-08-18 00:00:00.0,17,0,1386,3
642,201,2000-08-18 00:00:00.0,8,43500,1740,1
642,201,2000-08-18 00:00:00.0,8,22.5,1,2
642,201,2000-08-18 00:00:00.0,9,50985,1133,3
643,201,2000-08-18 00:00:00.0,9,40.5,1,1
643,201,2000-08-18 00:00:00.0,15,2436,1218,2
643,201,2000-08-18 00:00:00.0,15,1.8,1,3
644,201,2000-08-18 00:00:00.0,6,50787,1881,1
644,201,2000-08-18 00:00:00.0,12,54930,1831,2
644,201,2000-08-18 00:00:00.0,12,27,1,3
645,201,2000-08-18 00:00:00.0,1,11400,95,1
645,201,2000-08-18 00:00:00.0,1,108,1,2
645,201,2000-08-18 00:00:00.0,5,85806,908,3
646,201,2000-08-18 00:00:00.0,7,37584,1392,1
646,201,2000-08-18 00:00:00.0,13,8815.5,1959,2
646,201,2000-08-18 00:00:00.0,14,31930.2,1971,3
647,201,2000-08-18 00:00:00.0,3,32310,1795,1
647,201,2000-08-18 00:00:00.0,5,126724.5,1341,2
647,201,2000-08-18 00:00:00.0,6,25704,952,3
648,201,2000-08-18 00:00:00.0,5,69079.5,731,1
648,201,2000-08-18 00:00:00.0,6,27135,1005,2
648,201,2000-08-18 00:00:00.0,10,30672,426,3
649,202,2001-09-15 00:00:00.0,1,59292,549,1
649,202,2001-09-15 00:00:00.0,2,146223,1477,2
649,202,2001-09-15 00:00:00.0,3,20934,1163,3
650,202,2001-09-15 00:00:00.0,4,136809,1689,1
650,202,2001-09-15 00:00:00.0,5,172840.5,1829,2
650,202,2001-09-15 00:00:00.0,6,52164,1932,3
651,202,2001-09-15 00:00:00.0,7,45819,1697,1
651,202,2001-09-15 00:00:00.0,8,44865,1994,2
651,202,2001-09-15 00:00:00.0,9,30942,764,3
652,202,2001-09-15 00:00:00.0,6,39339,1457,1
652,202,2001-09-15 00:00:00.0,11,16159.5,1197,2
652,202,2001-09-15 00:00:00.0,12,22410,830,3
653,202,2001-09-15 00:00:00.0,1,26892,249,1
653,202,2001-09-15 00:00:00.0,3,15120,840,2
653,202,2001-09-15 00:00:00.0,11,23260.5,1723,3
654,202,2001-09-15 00:00:00.0,7,29322,1086,1
654,202,2001-09-15 00:00:00.0,13,7542,1676,2
654,202,2001-09-15 00:00:00.0,14,9509.4,587,3
655,202,2001-09-15 00:00:00.0,3,21528,1196,1
655,202,2001-09-15 00:00:00.0,5,168871.5,1787,2
655,202,2001-09-15 00:00:00.0,6,41121,1523,3
656,202,2001-09-15 00:00:00.0,2,179784,1816,1
656,202,2001-09-15 00:00:00.0,4,144747,1787,2
656,202,2001-09-15 00:00:00.0,10,107496,1493,3
657,202,2001-09-15 00:00:00.0,7,13770,510,1
657,202,2001-09-15 00:00:00.0,9,54027,1334,2
657,202,2001-09-15 00:00:00.0,15,2779.2,1544,3
658,202,2001-09-15 00:00:00.0,4,125712,1552,1
658,202,2001-09-15 00:00:00.0,7,26244,972,2
658,202,2001-09-15 00:00:00.0,9,89955,1999,3
659,202,2001-09-15 00:00:00.0,9,90000,2000,1
659,202,2001-09-15 00:00:00.0,9,40.5,1,2
659,202,2001-09-15 00:00:00.0,15,3173.4,1763,3
660,202,2001-09-15 00:00:00.0,2,37323,377,1
660,202,2001-09-15 00:00:00.0,6,37260,1380,2
660,202,2001-09-15 00:00:00.0,15,1101.6,612,3
661,202,2001-09-15 00:00:00.0,2,101871,1029,1
661,202,2001-09-15 00:00:00.0,6,27999,1037,2
661,202,2001-09-15 00:00:00.0,15,108,60,3
662,202,2001-09-15 00:00:00.0,2,85833,867,1
662,202,2001-09-15 00:00:00.0,6,36126,1338,2
662,202,2001-09-15 00:00:00.0,15,2394,1330,3
663,202,2001-09-15 00:00:00.0,6,39501,1463,1
663,202,2001-09-15 00:00:00.0,10,70272,976,2
663,202,2001-09-15 00:00:00.0,15,1206,670,3
664,202,2001-09-15 00:00:00.0,6,14931,553,1
664,202,2001-09-15 00:00:00.0,10,127296,1768,2
664,202,2001-09-15 00:00:00.0,15,2867.4,1593,3
665,202,2001-09-15 00:00:00.0,8,350,14,1
665,202,2001-09-15 00:00:00.0,8,22.5,1,2
665,202,2001-09-15 00:00:00.0,10,10000,125,3
666,202,2001-09-15 00:00:00.0,10,9648,134,1
666,202,2001-09-15 00:00:00.0,11,5670,420,2
666,202,2001-09-15 00:00:00.0,15,1470.6,817,3
667,202,2001-09-15 00:00:00.0,6,38556,1428,1
667,202,2001-09-15 00:00:00.0,13,657,146,2
667,202,2001-09-15 00:00:00.0,14,16264.8,1004,3
668,202,2001-09-15 00:00:00.0,1,133812,1239,1
668,202,2001-09-15 00:00:00.0,6,9099,337,2
668,202,2001-09-15 00:00:00.0,15,1452.6,807,3
669,202,2001-09-15 00:00:00.0,2,184360,1676,1
669,202,2001-09-15 00:00:00.0,2,99,1,2
669,202,2001-09-15 00:00:00.0,7,52785,1955,3
670,202,2001-09-15 00:00:00.0,4,16929,209,1
670,202,2001-09-15 00:00:00.0,5,142884,1512,2
670,202,2001-09-15 00:00:00.0,6,11610,430,3
670,202,2001-09-15 00:00:00.0,8,32535,1446,4
671,202,2001-09-15 00:00:00.0,6,18846,698,1
671,202,2001-09-15 00:00:00.0,11,7614,564,2
671,202,2001-09-15 00:00:00.0,13,6583.5,1463,3
671,202,2001-09-15 00:00:00.0,15,2413.8,1341,4
672,202,2001-09-15 00:00:00.0,3,24156,1342,1
672,202,2001-09-15 00:00:00.0,6,9504,352,2
672,202,2001-09-15 00:00:00.0,8,13005,578,3
672,202,2001-09-15 00:00:00.0,15,2349,1305,4
673,202,2001-09-15 00:00:00.0,9,19350,430,1
673,202,2001-09-15 00:00:00.0,9,40.5,1,2
673,202,2001-09-15 00:00:00.0,10,91008,1264,3
674,202,2001-09-15 00:00:00.0,6,50031,1853,1
675,202,2001-09-15 00:00:00.0,9,24300,600,1
675,202,2001-09-15 00:00:00.0,14,20525.4,1267,2
675,202,2001-09-15 00:00:00.0,15,241.2,134,3
676,202,2001-09-15 00:00:00.0,5,188716.5,1997,1
676,202,2001-09-15 00:00:00.0,6,33264,1232,2
676,202,2001-09-15 00:00:00.0,9,4617,114,3
677,202,2001-09-15 00:00:00.0,2,166023,1677,1
677,202,2001-09-15 00:00:00.0,3,16758,931,2
677,202,2001-09-15 00:00:00.0,4,135837,1677,3
678,202,2001-09-15 00:00:00.0,3,31284,1738,1
678,202,2001-09-15 00:00:00.0,6,46332,1716,2
678,202,2001-09-15 00:00:00.0,15,1450.8,806,3
679,202,2001-09-15 00:00:00.0,11,24732,1832,1
679,202,2001-09-15 00:00:00.0,12,5238,194,2
679,202,2001-09-15 00:00:00.0,14,29970,1850,3
680,202,2001-09-15 00:00:00.0,11,24543,1818,1
680,202,2001-09-15 00:00:00.0,12,23679,877,2
680,202,2001-09-15 00:00:00.0,13,3006,668,3
680,202,2001-09-15 00:00:00.0,14,22631.4,1397,4
680,202,2001-09-15 00:00:00.0,15,3076.2,1709,5
681,202,2001-09-15 00:00:00.0,6,8559,317,1
681,202,2001-09-15 00:00:00.0,7,49221,1823,2
681,202,2001-09-15 00:00:00.0,8,13590,604,3
681,202,2001-09-15 00:00:00.0,9,70672.5,1745,4
681,202,2001-09-15 00:00:00.0,10,94104,1307,5
682,202,2001-09-15 00:00:00.0,1,48276,447,1
682,202,2001-09-15 00:00:00.0,2,21681,219,2
682,202,2001-09-15 00:00:00.0,3,2178,121,3
682,202,2001-09-15 00:00:00.0,4,7371,91,4
682,202,2001-09-15 00:00:00.0,5,129559.5,1371,5
683,202,2001-09-15 00:00:00.0,1,197280,1644,1
683,202,2001-09-15 00:00:00.0,1,120,1,2
683,202,2001-09-15 00:00:00.0,1,120,1,3
683,202,2001-09-15 00:00:00.0,1,120,1,4
684,202,2001-09-15 00:00:00.0,1,660000,5500,1
684,202,2001-09-15 00:00:00.0,1,108,1,2
684,202,2001-09-15 00:00:00.0,6,31428,1164,3
684,202,2001-09-15 00:00:00.0,12,47250,1750,4
685,202,2001-09-15 00:00:00.0,3,12840,642,1
685,202,2001-09-15 00:00:00.0,3,18,1,2
685,202,2001-09-15 00:00:00.0,5,33358.5,353,3
685,202,2001-09-15 00:00:00.0,11,135,10,4
686,202,2001-09-15 00:00:00.0,7,25731,953,1
686,202,2001-09-15 00:00:00.0,13,5105,1021,2
686,202,2001-09-15 00:00:00.0,13,4.5,1,3
686,202,2001-09-15 00:00:00.0,14,28576.8,1764,4
687,202,2001-09-15 00:00:00.0,3,34740,1930,1
687,202,2001-09-15 00:00:00.0,5,132867,1406,2
687,202,2001-09-15 00:00:00.0,6,49110,1637,3
687,202,2001-09-15 00:00:00.0,6,27,1,4
688,202,2001-09-15 00:00:00.0,2,62370,567,1
688,202,2001-09-15 00:00:00.0,2,110,1,2
688,202,2001-09-15 00:00:00.0,2,99,1,3
688,202,2001-09-15 00:00:00.0,10,129384,1797,4
689,202,2001-09-15 00:00:00.0,2,121220,1102,1
689,202,2001-09-15 00:00:00.0,2,110,1,2
689,202,2001-09-15 00:00:00.0,2,110,1,3
689,202,2001-09-15 00:00:00.0,2,110,1,4
690,202,2001-09-15 00:00:00.0,2,550000,5000,1
690,202,2001-09-15 00:00:00.0,2,33000,300,2
690,202,2001-09-15 00:00:00.0,2,99,1,3
690,202,2001-09-15 00:00:00.0,3,240,12,4
691,202,2001-09-15 00:00:00.0,3,34000,1700,1
691,202,2001-09-15 00:00:00.0,3,20,1,2
691,202,2001-09-15 00:00:00.0,3,20,1,3
691,202,2001-09-15 00:00:00.0,3,20,1,4
692,202,2001-09-15 00:00:00.0,3,60000,3000,1
692,202,2001-09-15 00:00:00.0,3,20,1,2
692,202,2001-09-15 00:00:00.0,3,18,1,3
692,202,2001-09-15 00:00:00.0,4,64260,714,4
693,202,2001-09-15 00:00:00.0,4,18000,200,1
693,202,2001-09-15 00:00:00.0,4,81,1,2
693,202,2001-09-15 00:00:00.0,10,43120,539,3
693,202,2001-09-15 00:00:00.0,10,72,1,4
694,202,2001-09-15 00:00:00.0,4,119340,1326,1
694,202,2001-09-15 00:00:00.0,4,90,1,2
694,202,2001-09-15 00:00:00.0,4,81,1,3
694,202,2001-09-15 00:00:00.0,5,64785,617,4
695,202,2001-09-15 00:00:00.0,5,52500,500,1
695,202,2001-09-15 00:00:00.0,5,105,1,2
695,202,2001-09-15 00:00:00.0,5,105,1,3
696,202,2001-09-15 00:00:00.0,5,84000,800,1
696,202,2001-09-15 00:00:00.0,5,94.5,1,2
696,202,2001-09-15 00:00:00.0,6,24057,891,3
697,202,2001-09-15 00:00:00.0,2,64845,655,1
697,202,2001-09-15 00:00:00.0,8,30420,1352,2
697,202,2001-09-15 00:00:00.0,10,46944,652,3
698,202,2001-09-15 00:00:00.0,5,64470,614,1
698,202,2001-09-15 00:00:00.0,5,94.5,1,2
698,202,2001-09-15 00:00:00.0,6,49440,1648,3
699,202,2001-09-15 00:00:00.0,6,27,1,1
699,202,2001-09-15 00:00:00.0,7,50382,1866,2
699,202,2001-09-15 00:00:00.0,8,26392.5,1173,3
700,202,2001-09-15 00:00:00.0,6,16821,623,1
701,202,2001-09-15 00:00:00.0,2,3564,36,1
701,202,2001-09-15 00:00:00.0,6,17172,636,2
702,202,2001-09-15 00:00:00.0,4,1053,13,1
703,202,2001-09-15 00:00:00.0,6,27621,1023,1
704,202,2001-09-15 00:00:00.0,12,59550,1985,1
705,202,2001-09-15 00:00:00.0,12,27,1,1
706,202,2001-09-15 00:00:00.0,8,23692.5,1053,1
707,202,2001-09-15 00:00:00.0,6,3810,127,1
708,202,2001-09-15 00:00:00.0,6,59550,1985,1
708,202,2001-09-15 00:00:00.0,6,30,1,2
709,202,2001-09-15 00:00:00.0,6,27,1,1
709,202,2001-09-15 00:00:00.0,12,7722,286,2
710,202,2001-09-15 00:00:00.0,2,47619,481,1
710,202,2001-09-15 00:00:00.0,6,12258,454,2
711,202,2001-09-15 00:00:00.0,4,96147,1187,1
711,202,2001-09-15 00:00:00.0,6,17400,580,2
712,202,2001-09-15 00:00:00.0,6,27,1,1
712,202,2001-09-15 00:00:00.0,12,22842,846,2
713,202,2001-09-15 00:00:00.0,6,41823,1549,1
713,202,2001-09-15 00:00:00.0,13,8311.5,1847,2
714,202,2001-09-15 00:00:00.0,6,27162,1006,1
714,202,2001-09-15 00:00:00.0,7,14670,489,2
715,202,2001-09-15 00:00:00.0,7,27,1,1
715,202,2001-09-15 00:00:00.0,11,2659.5,197,2
716,202,2001-09-15 00:00:00.0,7,8991,333,1
716,202,2001-09-15 00:00:00.0,15,2620.8,1456,2
717,202,2001-09-15 00:00:00.0,7,46530,1551,1
717,202,2001-09-15 00:00:00.0,7,27,1,2
718,202,2001-09-15 00:00:00.0,8,27225,1089,1
718,202,2001-09-15 00:00:00.0,8,25,1,2
